,Date,Financial Statement Present,NET PROFIT MARGIN,GROSS MARGIN,INTEREST EXPENSE,REVENUE,EBITDA MARGIN,DIVIDEND PER SHARE,INCOME TAX EXPENSE
753,2011-07-23,0,,,,,,,
754,2011-07-24,0,,,,,,,
755,2011-07-25,0,,,,,,,
756,2011-07-26,0,,,,,,,
757,2011-07-27,0,,,,,,,
758,2011-07-28,0,,,,,,,
759,2011-07-29,0,,,,,,,
760,2011-07-30,0,,,,,,,
761,2011-07-31,0,,,,,,,
762,2011-08-01,0,,,,,,,
763,2011-08-02,0,,,,,,,
764,2011-08-03,0,,,,,,,
765,2011-08-04,0,,,,,,,
766,2011-08-05,0,,,,,,,
767,2011-08-06,0,,,,,,,
768,2011-08-07,0,,,,,,,
769,2011-08-08,0,,,,,,,
770,2011-08-09,0,,,,,,,
771,2011-08-10,0,,,,,,,
772,2011-08-11,0,,,,,,,
773,2011-08-12,0,,,,,,,
774,2011-08-13,0,,,,,,,
775,2011-08-14,0,,,,,,,
776,2011-08-15,0,,,,,,,
777,2011-08-16,0,,,,,,,
778,2011-08-17,0,,,,,,,
779,2011-08-18,0,,,,,,,
780,2011-08-19,0,,,,,,,
781,2011-08-20,0,,,,,,,
782,2011-08-21,0,,,,,,,
783,2011-08-22,0,,,,,,,
784,2011-08-23,0,,,,,,,
785,2011-08-24,0,,,,,,,
786,2011-08-25,0,,,,,,,
787,2011-08-26,0,,,,,,,
788,2011-08-27,0,,,,,,,
789,2011-08-28,0,,,,,,,
790,2011-08-29,0,,,,,,,
791,2011-08-30,0,,,,,,,
792,2011-08-31,0,,,,,,,
793,2011-09-01,0,,,,,,,
794,2011-09-02,0,,,,,,,
795,2011-09-03,0,,,,,,,
796,2011-09-04,0,,,,,,,
797,2011-09-05,0,,,,,,,
798,2011-09-06,0,,,,,,,
799,2011-09-07,0,,,,,,,
800,2011-09-08,0,,,,,,,
801,2011-09-09,0,,,,,,,
802,2011-09-10,0,,,,,,,
803,2011-09-11,0,,,,,,,
804,2011-09-12,0,,,,,,,
805,2011-09-13,0,,,,,,,
806,2011-09-14,0,,,,,,,
807,2011-09-15,0,,,,,,,
808,2011-09-16,0,,,,,,,
809,2011-09-17,0,,,,,,,
810,2011-09-18,0,,,,,,,
811,2011-09-19,0,,,,,,,
812,2011-09-20,0,,,,,,,
813,2011-09-21,0,,,,,,,
814,2011-09-22,0,,,,,,,
815,2011-09-23,0,,,,,,,
816,2011-09-24,0,,,,,,,
817,2011-09-25,0,,,,,,,
818,2011-09-26,0,,,,,,,
819,2011-09-27,0,,,,,,,
820,2011-09-28,0,,,,,,,
821,2011-09-29,0,,,,,,,
822,2011-09-30,1,0.09,0.28,98000000.0,121415000000.0,0.19,0.46,8009000000.0
823,2011-10-01,0,,,,,,,
824,2011-10-02,0,,,,,,,
825,2011-10-03,0,,,,,,,
826,2011-10-04,0,,,,,,,
827,2011-10-05,0,,,,,,,
828,2011-10-06,0,,,,,,,
829,2011-10-07,0,,,,,,,
830,2011-10-08,0,,,,,,,
831,2011-10-09,0,,,,,,,
832,2011-10-10,0,,,,,,,
833,2011-10-11,0,,,,,,,
834,2011-10-12,0,,,,,,,
835,2011-10-13,0,,,,,,,
836,2011-10-14,0,,,,,,,
837,2011-10-15,0,,,,,,,
838,2011-10-16,0,,,,,,,
839,2011-10-17,0,,,,,,,
840,2011-10-18,0,,,,,,,
841,2011-10-19,0,,,,,,,
842,2011-10-20,0,,,,,,,
843,2011-10-21,0,,,,,,,
844,2011-10-22,0,,,,,,,
845,2011-10-23,0,,,,,,,
846,2011-10-24,0,,,,,,,
847,2011-10-25,0,,,,,,,
848,2011-10-26,0,,,,,,,
849,2011-10-27,0,,,,,,,
850,2011-10-28,0,,,,,,,
851,2011-10-29,0,,,,,,,
852,2011-10-30,0,,,,,,,
853,2011-10-31,0,,,,,,,
854,2011-11-01,0,,,,,,,
855,2011-11-02,0,,,,,,,
856,2011-11-03,0,,,,,,,
857,2011-11-04,0,,,,,,,
858,2011-11-05,0,,,,,,,
859,2011-11-06,0,,,,,,,
860,2011-11-07,0,,,,,,,
861,2011-11-08,0,,,,,,,
862,2011-11-09,0,,,,,,,
863,2011-11-10,0,,,,,,,
864,2011-11-11,0,,,,,,,
865,2011-11-12,0,,,,,,,
866,2011-11-13,0,,,,,,,
867,2011-11-14,0,,,,,,,
868,2011-11-15,0,,,,,,,
869,2011-11-16,0,,,,,,,
870,2011-11-17,0,,,,,,,
871,2011-11-18,0,,,,,,,
872,2011-11-19,0,,,,,,,
873,2011-11-20,0,,,,,,,
874,2011-11-21,0,,,,,,,
875,2011-11-22,0,,,,,,,
876,2011-11-23,0,,,,,,,
877,2011-11-24,0,,,,,,,
878,2011-11-25,0,,,,,,,
879,2011-11-26,0,,,,,,,
880,2011-11-27,0,,,,,,,
881,2011-11-28,0,,,,,,,
882,2011-11-29,0,,,,,,,
883,2011-11-30,0,,,,,,,
884,2011-12-01,0,,,,,,,
885,2011-12-02,0,,,,,,,
886,2011-12-03,0,,,,,,,
887,2011-12-04,0,,,,,,,
888,2011-12-05,0,,,,,,,
889,2011-12-06,0,,,,,,,
890,2011-12-07,0,,,,,,,
891,2011-12-08,0,,,,,,,
892,2011-12-09,0,,,,,,,
893,2011-12-10,0,,,,,,,
894,2011-12-11,0,,,,,,,
895,2011-12-12,0,,,,,,,
896,2011-12-13,0,,,,,,,
897,2011-12-14,0,,,,,,,
898,2011-12-15,0,,,,,,,
899,2011-12-16,0,,,,,,,
900,2011-12-17,0,,,,,,,
901,2011-12-18,0,,,,,,,
902,2011-12-19,0,,,,,,,
903,2011-12-20,0,,,,,,,
904,2011-12-21,0,,,,,,,
905,2011-12-22,0,,,,,,,
906,2011-12-23,0,,,,,,,
907,2011-12-24,0,,,,,,,
908,2011-12-25,0,,,,,,,
909,2011-12-26,0,,,,,,,
910,2011-12-27,0,,,,,,,
911,2011-12-28,0,,,,,,,
912,2011-12-29,0,,,,,,,
913,2011-12-30,0,,,,,,,
914,2011-12-31,1,0.08,0.27,75000000.0,117782000000.0,0.18,0.46,7317000000.0
915,2012-01-01,0,,,,,,,
916,2012-01-02,0,,,,,,,
917,2012-01-03,0,,,,,,,
918,2012-01-04,0,,,,,,,
919,2012-01-05,0,,,,,,,
920,2012-01-06,0,,,,,,,
921,2012-01-07,0,,,,,,,
922,2012-01-08,0,,,,,,,
923,2012-01-09,0,,,,,,,
924,2012-01-10,0,,,,,,,
925,2012-01-11,0,,,,,,,
926,2012-01-12,0,,,,,,,
927,2012-01-13,0,,,,,,,
928,2012-01-14,0,,,,,,,
929,2012-01-15,0,,,,,,,
930,2012-01-16,0,,,,,,,
931,2012-01-17,0,,,,,,,
932,2012-01-18,0,,,,,,,
933,2012-01-19,0,,,,,,,
934,2012-01-20,0,,,,,,,
935,2012-01-21,0,,,,,,,
936,2012-01-22,0,,,,,,,
937,2012-01-23,0,,,,,,,
938,2012-01-24,0,,,,,,,
939,2012-01-25,0,,,,,,,
940,2012-01-26,0,,,,,,,
941,2012-01-27,0,,,,,,,
942,2012-01-28,0,,,,,,,
943,2012-01-29,0,,,,,,,
944,2012-01-30,0,,,,,,,
945,2012-01-31,0,,,,,,,
946,2012-02-01,0,,,,,,,
947,2012-02-02,0,,,,,,,
948,2012-02-03,0,,,,,,,
949,2012-02-04,0,,,,,,,
950,2012-02-05,0,,,,,,,
951,2012-02-06,0,,,,,,,
952,2012-02-07,0,,,,,,,
953,2012-02-08,0,,,,,,,
954,2012-02-09,0,,,,,,,
955,2012-02-10,0,,,,,,,
956,2012-02-11,0,,,,,,,
957,2012-02-12,0,,,,,,,
958,2012-02-13,0,,,,,,,
959,2012-02-14,0,,,,,,,
960,2012-02-15,0,,,,,,,
961,2012-02-16,0,,,,,,,
962,2012-02-17,0,,,,,,,
963,2012-02-18,0,,,,,,,
964,2012-02-19,0,,,,,,,
965,2012-02-20,0,,,,,,,
966,2012-02-21,0,,,,,,,
967,2012-02-22,0,,,,,,,
968,2012-02-23,0,,,,,,,
969,2012-02-24,0,,,,,,,
970,2012-02-25,0,,,,,,,
971,2012-02-26,0,,,,,,,
972,2012-02-27,0,,,,,,,
973,2012-02-28,0,,,,,,,
974,2012-02-29,0,,,,,,,
975,2012-03-01,0,,,,,,,
976,2012-03-02,0,,,,,,,
977,2012-03-03,0,,,,,,,
978,2012-03-04,0,,,,,,,
979,2012-03-05,0,,,,,,,
980,2012-03-06,0,,,,,,,
981,2012-03-07,0,,,,,,,
982,2012-03-08,0,,,,,,,
983,2012-03-09,0,,,,,,,
984,2012-03-10,0,,,,,,,
985,2012-03-11,0,,,,,,,
986,2012-03-12,0,,,,,,,
987,2012-03-13,0,,,,,,,
988,2012-03-14,0,,,,,,,
989,2012-03-15,0,,,,,,,
990,2012-03-16,0,,,,,,,
991,2012-03-17,0,,,,,,,
992,2012-03-18,0,,,,,,,
993,2012-03-19,0,,,,,,,
994,2012-03-20,0,,,,,,,
995,2012-03-21,0,,,,,,,
996,2012-03-22,0,,,,,,,
997,2012-03-23,0,,,,,,,
998,2012-03-24,0,,,,,,,
999,2012-03-25,0,,,,,,,
1000,2012-03-26,0,,,,,,,
1001,2012-03-27,0,,,,,,,
1002,2012-03-28,0,,,,,,,
1003,2012-03-29,0,,,,,,,
1004,2012-03-30,0,,,,,,,
1005,2012-03-31,1,0.08,0.26,107000000.0,119843000000.0,0.18,0.47,7716000000.0
1006,2012-04-01,0,,,,,,,
1007,2012-04-02,0,,,,,,,
1008,2012-04-03,0,,,,,,,
1009,2012-04-04,0,,,,,,,
1010,2012-04-05,0,,,,,,,
1011,2012-04-06,0,,,,,,,
1012,2012-04-07,0,,,,,,,
1013,2012-04-08,0,,,,,,,
1014,2012-04-09,0,,,,,,,
1015,2012-04-10,0,,,,,,,
1016,2012-04-11,0,,,,,,,
1017,2012-04-12,0,,,,,,,
1018,2012-04-13,0,,,,,,,
1019,2012-04-14,0,,,,,,,
1020,2012-04-15,0,,,,,,,
1021,2012-04-16,0,,,,,,,
1022,2012-04-17,0,,,,,,,
1023,2012-04-18,0,,,,,,,
1024,2012-04-19,0,,,,,,,
1025,2012-04-20,0,,,,,,,
1026,2012-04-21,0,,,,,,,
1027,2012-04-22,0,,,,,,,
1028,2012-04-23,0,,,,,,,
1029,2012-04-24,0,,,,,,,
1030,2012-04-25,0,,,,,,,
1031,2012-04-26,0,,,,,,,
1032,2012-04-27,0,,,,,,,
1033,2012-04-28,0,,,,,,,
1034,2012-04-29,0,,,,,,,
1035,2012-04-30,0,,,,,,,
1036,2012-05-01,0,,,,,,,
1037,2012-05-02,0,,,,,,,
1038,2012-05-03,0,,,,,,,
1039,2012-05-04,0,,,,,,,
1040,2012-05-05,0,,,,,,,
1041,2012-05-06,0,,,,,,,
1042,2012-05-07,0,,,,,,,
1043,2012-05-08,0,,,,,,,
1044,2012-05-09,0,,,,,,,
1045,2012-05-10,0,,,,,,,
1046,2012-05-11,0,,,,,,,
1047,2012-05-12,0,,,,,,,
1048,2012-05-13,0,,,,,,,
1049,2012-05-14,0,,,,,,,
1050,2012-05-15,0,,,,,,,
1051,2012-05-16,0,,,,,,,
1052,2012-05-17,0,,,,,,,
1053,2012-05-18,0,,,,,,,
1054,2012-05-19,0,,,,,,,
1055,2012-05-20,0,,,,,,,
1056,2012-05-21,0,,,,,,,
1057,2012-05-22,0,,,,,,,
1058,2012-05-23,0,,,,,,,
1059,2012-05-24,0,,,,,,,
1060,2012-05-25,0,,,,,,,
1061,2012-05-26,0,,,,,,,
1062,2012-05-27,0,,,,,,,
1063,2012-05-28,0,,,,,,,
1064,2012-05-29,0,,,,,,,
1065,2012-05-30,0,,,,,,,
1066,2012-05-31,0,,,,,,,
1067,2012-06-01,0,,,,,,,
1068,2012-06-02,0,,,,,,,
1069,2012-06-03,0,,,,,,,
1070,2012-06-04,0,,,,,,,
1071,2012-06-05,0,,,,,,,
1072,2012-06-06,0,,,,,,,
1073,2012-06-07,0,,,,,,,
1074,2012-06-08,0,,,,,,,
1075,2012-06-09,0,,,,,,,
1076,2012-06-10,0,,,,,,,
1077,2012-06-11,0,,,,,,,
1078,2012-06-12,0,,,,,,,
1079,2012-06-13,0,,,,,,,
1080,2012-06-14,0,,,,,,,
1081,2012-06-15,0,,,,,,,
1082,2012-06-16,0,,,,,,,
1083,2012-06-17,0,,,,,,,
1084,2012-06-18,0,,,,,,,
1085,2012-06-19,0,,,,,,,
1086,2012-06-20,0,,,,,,,
1087,2012-06-21,0,,,,,,,
1088,2012-06-22,0,,,,,,,
1089,2012-06-23,0,,,,,,,
1090,2012-06-24,0,,,,,,,
1091,2012-06-25,0,,,,,,,
1092,2012-06-26,0,,,,,,,
1093,2012-06-27,0,,,,,,,
1094,2012-06-28,0,,,,,,,
1095,2012-06-29,0,,,,,,,
1096,2012-06-30,1,0.13,0.38,50000000.0,123712000000.0,0.24,0.57,8537000000.0
1097,2012-07-01,0,,,,,,,
1098,2012-07-02,0,,,,,,,
1099,2012-07-03,0,,,,,,,
1100,2012-07-04,0,,,,,,,
1101,2012-07-05,0,,,,,,,
1102,2012-07-06,0,,,,,,,
1103,2012-07-07,0,,,,,,,
1104,2012-07-08,0,,,,,,,
1105,2012-07-09,0,,,,,,,
1106,2012-07-10,0,,,,,,,
1107,2012-07-11,0,,,,,,,
1108,2012-07-12,0,,,,,,,
1109,2012-07-13,0,,,,,,,
1110,2012-07-14,0,,,,,,,
1111,2012-07-15,0,,,,,,,
1112,2012-07-16,0,,,,,,,
1113,2012-07-17,0,,,,,,,
1114,2012-07-18,0,,,,,,,
1115,2012-07-19,0,,,,,,,
1116,2012-07-20,0,,,,,,,
1117,2012-07-21,0,,,,,,,
1118,2012-07-22,0,,,,,,,
1119,2012-07-23,0,,,,,,,
1120,2012-07-24,0,,,,,,,
1121,2012-07-25,0,,,,,,,
1122,2012-07-26,0,,,,,,,
1123,2012-07-27,0,,,,,,,
1124,2012-07-28,0,,,,,,,
1125,2012-07-29,0,,,,,,,
1126,2012-07-30,0,,,,,,,
1127,2012-07-31,0,,,,,,,
1128,2012-08-01,0,,,,,,,
1129,2012-08-02,0,,,,,,,
1130,2012-08-03,0,,,,,,,
1131,2012-08-04,0,,,,,,,
1132,2012-08-05,0,,,,,,,
1133,2012-08-06,0,,,,,,,
1134,2012-08-07,0,,,,,,,
1135,2012-08-08,0,,,,,,,
1136,2012-08-09,0,,,,,,,
1137,2012-08-10,0,,,,,,,
1138,2012-08-11,0,,,,,,,
1139,2012-08-12,0,,,,,,,
1140,2012-08-13,0,,,,,,,
1141,2012-08-14,0,,,,,,,
1142,2012-08-15,0,,,,,,,
1143,2012-08-16,0,,,,,,,
1144,2012-08-17,0,,,,,,,
1145,2012-08-18,0,,,,,,,
1146,2012-08-19,0,,,,,,,
1147,2012-08-20,0,,,,,,,
1148,2012-08-21,0,,,,,,,
1149,2012-08-22,0,,,,,,,
1150,2012-08-23,0,,,,,,,
1151,2012-08-24,0,,,,,,,
1152,2012-08-25,0,,,,,,,
1153,2012-08-26,0,,,,,,,
1154,2012-08-27,0,,,,,,,
1155,2012-08-28,0,,,,,,,
1156,2012-08-29,0,,,,,,,
1157,2012-08-30,0,,,,,,,
1158,2012-08-31,0,,,,,,,
1159,2012-09-01,0,,,,,,,
1160,2012-09-02,0,,,,,,,
1161,2012-09-03,0,,,,,,,
1162,2012-09-04,0,,,,,,,
1163,2012-09-05,0,,,,,,,
1164,2012-09-06,0,,,,,,,
1165,2012-09-07,0,,,,,,,
1166,2012-09-08,0,,,,,,,
1167,2012-09-09,0,,,,,,,
1168,2012-09-10,0,,,,,,,
1169,2012-09-11,0,,,,,,,
1170,2012-09-12,0,,,,,,,
1171,2012-09-13,0,,,,,,,
1172,2012-09-14,0,,,,,,,
1173,2012-09-15,0,,,,,,,
1174,2012-09-16,0,,,,,,,
1175,2012-09-17,0,,,,,,,
1176,2012-09-18,0,,,,,,,
1177,2012-09-19,0,,,,,,,
1178,2012-09-20,0,,,,,,,
1179,2012-09-21,0,,,,,,,
1180,2012-09-22,0,,,,,,,
1181,2012-09-23,0,,,,,,,
1182,2012-09-24,0,,,,,,,
1183,2012-09-25,0,,,,,,,
1184,2012-09-26,0,,,,,,,
1185,2012-09-27,0,,,,,,,
1186,2012-09-28,0,,,,,,,
1187,2012-09-29,0,,,,,,,
1188,2012-09-30,1,0.09,0.27,59000000.0,112320000000.0,0.19,0.57,7394000000.0
1189,2012-10-01,0,,,,,,,
1190,2012-10-02,0,,,,,,,
1191,2012-10-03,0,,,,,,,
1192,2012-10-04,0,,,,,,,
1193,2012-10-05,0,,,,,,,
1194,2012-10-06,0,,,,,,,
1195,2012-10-07,0,,,,,,,
1196,2012-10-08,0,,,,,,,
1197,2012-10-09,0,,,,,,,
1198,2012-10-10,0,,,,,,,
1199,2012-10-11,0,,,,,,,
1200,2012-10-12,0,,,,,,,
1201,2012-10-13,0,,,,,,,
1202,2012-10-14,0,,,,,,,
1203,2012-10-15,0,,,,,,,
1204,2012-10-16,0,,,,,,,
1205,2012-10-17,0,,,,,,,
1206,2012-10-18,0,,,,,,,
1207,2012-10-19,0,,,,,,,
1208,2012-10-20,0,,,,,,,
1209,2012-10-21,0,,,,,,,
1210,2012-10-22,0,,,,,,,
1211,2012-10-23,0,,,,,,,
1212,2012-10-24,0,,,,,,,
1213,2012-10-25,0,,,,,,,
1214,2012-10-26,0,,,,,,,
1215,2012-10-27,0,,,,,,,
1216,2012-10-28,0,,,,,,,
1217,2012-10-29,0,,,,,,,
1218,2012-10-30,0,,,,,,,
1219,2012-10-31,0,,,,,,,
1220,2012-11-01,0,,,,,,,
1221,2012-11-02,0,,,,,,,
1222,2012-11-03,0,,,,,,,
1223,2012-11-04,0,,,,,,,
1224,2012-11-05,0,,,,,,,
1225,2012-11-06,1,0.1,1.0,-157000000.0,115706000000.0,0.2,,-16253000000.0
1226,2012-11-07,0,,,,,,,
1227,2012-11-08,0,,,,,,,
1228,2012-11-09,0,,,,,,,
1229,2012-11-10,0,,,,,,,
1230,2012-11-11,0,,,,,,,
1231,2012-11-12,0,,,,,,,
1232,2012-11-13,0,,,,,,,
1233,2012-11-14,0,,,,,,,
1234,2012-11-15,0,,,,,,,
1235,2012-11-16,0,,,,,,,
1236,2012-11-17,0,,,,,,,
1237,2012-11-18,0,,,,,,,
1238,2012-11-19,0,,,,,,,
1239,2012-11-20,0,,,,,,,
1240,2012-11-21,0,,,,,,,
1241,2012-11-22,0,,,,,,,
1242,2012-11-23,0,,,,,,,
1243,2012-11-24,0,,,,,,,
1244,2012-11-25,0,,,,,,,
1245,2012-11-26,0,,,,,,,
1246,2012-11-27,0,,,,,,,
1247,2012-11-28,0,,,,,,,
1248,2012-11-29,0,,,,,,,
1249,2012-11-30,0,,,,,,,
1250,2012-12-01,0,,,,,,,
1251,2012-12-02,0,,,,,,,
1252,2012-12-03,0,,,,,,,
1253,2012-12-04,0,,,,,,,
1254,2012-12-05,0,,,,,,,
1255,2012-12-06,0,,,,,,,
1256,2012-12-07,0,,,,,,,
1257,2012-12-08,0,,,,,,,
1258,2012-12-09,0,,,,,,,
1259,2012-12-10,0,,,,,,,
1260,2012-12-11,0,,,,,,,
1261,2012-12-12,0,,,,,,,
1262,2012-12-13,0,,,,,,,
1263,2012-12-14,0,,,,,,,
1264,2012-12-15,0,,,,,,,
1265,2012-12-16,0,,,,,,,
1266,2012-12-17,0,,,,,,,
1267,2012-12-18,0,,,,,,,
1268,2012-12-19,0,,,,,,,
1269,2012-12-20,0,,,,,,,
1270,2012-12-21,0,,,,,,,
1271,2012-12-22,0,,,,,,,
1272,2012-12-23,0,,,,,,,
1273,2012-12-24,0,,,,,,,
1274,2012-12-25,0,,,,,,,
1275,2012-12-26,0,,,,,,,
1276,2012-12-27,0,,,,,,,
1277,2012-12-28,0,,,,,,,
1278,2012-12-29,0,,,,,,,
1279,2012-12-30,0,,,,,,,
1280,2012-12-31,1,0.1,,111000000.0,97248000000.0,0.23,2.18,7398000000.0
1281,2013-01-01,0,,,,,,,
1282,2013-01-02,0,,,,,,,
1283,2013-01-03,0,,,,,,,
1284,2013-01-04,0,,,,,,,
1285,2013-01-05,0,,,,,,,
1286,2013-01-06,0,,,,,,,
1287,2013-01-07,0,,,,,,,
1288,2013-01-08,0,,,,,,,
1289,2013-01-09,0,,,,,,,
1290,2013-01-10,0,,,,,,,
1291,2013-01-11,0,,,,,,,
1292,2013-01-12,0,,,,,,,
1293,2013-01-13,0,,,,,,,
1294,2013-01-14,0,,,,,,,
1295,2013-01-15,0,,,,,,,
1296,2013-01-16,0,,,,,,,
1297,2013-01-17,0,,,,,,,
1298,2013-01-18,0,,,,,,,
1299,2013-01-19,0,,,,,,,
1300,2013-01-20,0,,,,,,,
1301,2013-01-21,0,,,,,,,
1302,2013-01-22,0,,,,,,,
1303,2013-01-23,0,,,,,,,
1304,2013-01-24,0,,,,,,,
1305,2013-01-25,0,,,,,,,
1306,2013-01-26,0,,,,,,,
1307,2013-01-27,0,,,,,,,
1308,2013-01-28,0,,,,,,,
1309,2013-01-29,0,,,,,,,
1310,2013-01-30,0,,,,,,,
1311,2013-01-31,0,,,,,,,
1312,2013-02-01,0,,,,,,,
1313,2013-02-02,0,,,,,,,
1314,2013-02-03,0,,,,,,,
1315,2013-02-04,0,,,,,,,
1316,2013-02-05,0,,,,,,,
1317,2013-02-06,0,,,,,,,
1318,2013-02-07,0,,,,,,,
1319,2013-02-08,0,,,,,,,
1320,2013-02-09,0,,,,,,,
1321,2013-02-10,0,,,,,,,
1322,2013-02-11,0,,,,,,,
1323,2013-02-12,0,,,,,,,
1324,2013-02-13,0,,,,,,,
1325,2013-02-14,0,,,,,,,
1326,2013-02-15,0,,,,,,,
1327,2013-02-16,0,,,,,,,
1328,2013-02-17,0,,,,,,,
1329,2013-02-18,0,,,,,,,
1330,2013-02-19,0,,,,,,,
1331,2013-02-20,0,,,,,,,
1332,2013-02-21,0,,,,,,,
1333,2013-02-22,0,,,,,,,
1334,2013-02-23,0,,,,,,,
1335,2013-02-24,0,,,,,,,
1336,2013-02-25,0,,,,,,,
1337,2013-02-26,0,,,,,,,
1338,2013-02-27,0,,,,,,,
1339,2013-02-28,0,,,,,,,
1340,2013-03-01,0,,,,,,,
1341,2013-03-02,0,,,,,,,
1342,2013-03-03,0,,,,,,,
1343,2013-03-04,0,,,,,,,
1344,2013-03-05,0,,,,,,,
1345,2013-03-06,0,,,,,,,
1346,2013-03-07,0,,,,,,,
1347,2013-03-08,0,,,,,,,
1348,2013-03-09,0,,,,,,,
1349,2013-03-10,0,,,,,,,
1350,2013-03-11,0,,,,,,,
1351,2013-03-12,0,,,,,,,
1352,2013-03-13,0,,,,,,,
1353,2013-03-14,0,,,,,,,
1354,2013-03-15,0,,,,,,,
1355,2013-03-16,0,,,,,,,
1356,2013-03-17,0,,,,,,,
1357,2013-03-18,0,,,,,,,
1358,2013-03-19,0,,,,,,,
1359,2013-03-20,0,,,,,,,
1360,2013-03-21,0,,,,,,,
1361,2013-03-22,0,,,,,,,
1362,2013-03-23,0,,,,,,,
1363,2013-03-24,0,,,,,,,
1364,2013-03-25,0,,,,,,,
1365,2013-03-26,0,,,,,,,
1366,2013-03-27,0,,,,,,,
1367,2013-03-28,0,,,,,,,
1368,2013-03-29,0,,,,,,,
1369,2013-03-30,0,,,,,,,
1370,2013-03-31,1,0.09,0.22,24000000.0,103828000000.0,0.19,0.57,6277000000.0
1371,2013-04-01,0,,,,,,,
1372,2013-04-02,0,,,,,,,
1373,2013-04-03,0,,,,,,,
1374,2013-04-04,0,,,,,,,
1375,2013-04-05,0,,,,,,,
1376,2013-04-06,0,,,,,,,
1377,2013-04-07,0,,,,,,,
1378,2013-04-08,0,,,,,,,
1379,2013-04-09,0,,,,,,,
1380,2013-04-10,0,,,,,,,
1381,2013-04-11,0,,,,,,,
1382,2013-04-12,0,,,,,,,
1383,2013-04-13,0,,,,,,,
1384,2013-04-14,0,,,,,,,
1385,2013-04-15,0,,,,,,,
1386,2013-04-16,0,,,,,,,
1387,2013-04-17,0,,,,,,,
1388,2013-04-18,0,,,,,,,
1389,2013-04-19,0,,,,,,,
1390,2013-04-20,0,,,,,,,
1391,2013-04-21,0,,,,,,,
1392,2013-04-22,0,,,,,,,
1393,2013-04-23,0,,,,,,,
1394,2013-04-24,0,,,,,,,
1395,2013-04-25,0,,,,,,,
1396,2013-04-26,0,,,,,,,
1397,2013-04-27,0,,,,,,,
1398,2013-04-28,0,,,,,,,
1399,2013-04-29,0,,,,,,,
1400,2013-04-30,0,,,,,,,
1401,2013-05-01,0,,,,,,,
1402,2013-05-02,0,,,,,,,
1403,2013-05-03,0,,,,,,,
1404,2013-05-04,0,,,,,,,
1405,2013-05-05,0,,,,,,,
1406,2013-05-06,0,,,,,,,
1407,2013-05-07,0,,,,,,,
1408,2013-05-08,0,,,,,,,
1409,2013-05-09,0,,,,,,,
1410,2013-05-10,0,,,,,,,
1411,2013-05-11,0,,,,,,,
1412,2013-05-12,0,,,,,,,
1413,2013-05-13,0,,,,,,,
1414,2013-05-14,0,,,,,,,
1415,2013-05-15,0,,,,,,,
1416,2013-05-16,0,,,,,,,
1417,2013-05-17,0,,,,,,,
1418,2013-05-18,0,,,,,,,
1419,2013-05-19,0,,,,,,,
1420,2013-05-20,0,,,,,,,
1421,2013-05-21,0,,,,,,,
1422,2013-05-22,0,,,,,,,
1423,2013-05-23,0,,,,,,,
1424,2013-05-24,0,,,,,,,
1425,2013-05-25,0,,,,,,,
1426,2013-05-26,0,,,,,,,
1427,2013-05-27,0,,,,,,,
1428,2013-05-28,0,,,,,,,
1429,2013-05-29,0,,,,,,,
1430,2013-05-30,0,,,,,,,
1431,2013-05-31,0,,,,,,,
1432,2013-06-01,0,,,,,,,
1433,2013-06-02,0,,,,,,,
1434,2013-06-03,0,,,,,,,
1435,2013-06-04,0,,,,,,,
1436,2013-06-05,0,,,,,,,
1437,2013-06-06,0,,,,,,,
1438,2013-06-07,0,,,,,,,
1439,2013-06-08,0,,,,,,,
1440,2013-06-09,0,,,,,,,
1441,2013-06-10,0,,,,,,,
1442,2013-06-11,0,,,,,,,
1443,2013-06-12,0,,,,,,,
1444,2013-06-13,0,,,,,,,
1445,2013-06-14,0,,,,,,,
1446,2013-06-15,0,,,,,,,
1447,2013-06-16,0,,,,,,,
1448,2013-06-17,0,,,,,,,
1449,2013-06-18,0,,,,,,,
1450,2013-06-19,0,,,,,,,
1451,2013-06-20,0,,,,,,,
1452,2013-06-21,0,,,,,,,
1453,2013-06-22,0,,,,,,,
1454,2013-06-23,0,,,,,,,
1455,2013-06-24,0,,,,,,,
1456,2013-06-25,0,,,,,,,
1457,2013-06-26,0,,,,,,,
1458,2013-06-27,0,,,,,,,
1459,2013-06-28,0,,,,,,,
1460,2013-06-29,0,,,,,,,
1461,2013-06-30,1,0.07,0.21,85000000.0,102853000000.0,0.17,0.63,5793000000.0
1462,2013-07-01,0,,,,,,,
1463,2013-07-02,0,,,,,,,
1464,2013-07-03,0,,,,,,,
1465,2013-07-04,0,,,,,,,
1466,2013-07-05,0,,,,,,,
1467,2013-07-06,0,,,,,,,
1468,2013-07-07,0,,,,,,,
1469,2013-07-08,0,,,,,,,
1470,2013-07-09,0,,,,,,,
1471,2013-07-10,0,,,,,,,
1472,2013-07-11,0,,,,,,,
1473,2013-07-12,0,,,,,,,
1474,2013-07-13,0,,,,,,,
1475,2013-07-14,0,,,,,,,
1476,2013-07-15,0,,,,,,,
1477,2013-07-16,0,,,,,,,
1478,2013-07-17,0,,,,,,,
1479,2013-07-18,0,,,,,,,
1480,2013-07-19,0,,,,,,,
1481,2013-07-20,0,,,,,,,
1482,2013-07-21,0,,,,,,,
1483,2013-07-22,0,,,,,,,
