,Date,Interest Rate Present,EURO AREA(16 COUNTRIES)_LONG-TERM INTEREST RATES FORECAST,EURO AREA(16 COUNTRIES)_SHORT-TERM INTEREST RATES FORECAST,EURO AREA(16 COUNTRIES)_LONG-TERM INTEREST RATES,EURO AREA(16 COUNTRIES)_SHORT-TERM INTEREST RATES,CHINA_LONG-TERM INTEREST RATES FORECAST,CHINA_SHORT-TERM INTEREST RATES FORECAST,CHINA_LONG-TERM INTEREST RATES,CHINA_SHORT-TERM INTEREST RATES,INDIA_LONG-TERM INTEREST RATES FORECAST,INDIA_SHORT-TERM INTEREST RATES FORECAST,INDIA_LONG-TERM INTEREST RATES,INDIA_SHORT-TERM INTEREST RATES,UNITED STATES_LONG-TERM INTEREST RATES FORECAST,UNITED STATES_SHORT-TERM INTEREST RATES FORECAST,UNITED STATES_LONG-TERM INTEREST RATES,UNITED STATES_SHORT-TERM INTEREST RATES,EURO AREA(17 COUNTRIES)_LONG-TERM INTEREST RATES FORECAST,EURO AREA(17 COUNTRIES)_SHORT-TERM INTEREST RATES FORECAST,EURO AREA(17 COUNTRIES)_LONG-TERM INTEREST RATES,EURO AREA(17 COUNTRIES)_SHORT-TERM INTEREST RATES,EURO AREA(19 COUNTRIES)_LONG-TERM INTEREST RATES FORECAST,EURO AREA(19 COUNTRIES)_SHORT-TERM INTEREST RATES FORECAST,EURO AREA(19 COUNTRIES)_LONG-TERM INTEREST RATES,EURO AREA(19 COUNTRIES)_SHORT-TERM INTEREST RATES,RUSSIA_LONG-TERM INTEREST RATES FORECAST,RUSSIA_SHORT-TERM INTEREST RATES FORECAST,RUSSIA_LONG-TERM INTEREST RATES,RUSSIA_SHORT-TERM INTEREST RATES
5364,1968-03-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5365,1968-03-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5366,1968-03-09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5367,1968-03-10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5368,1968-03-11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5369,1968-03-12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5370,1968-03-13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5371,1968-03-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5372,1968-03-15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5373,1968-03-16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5374,1968-03-17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5375,1968-03-18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5376,1968-03-19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5377,1968-03-20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5378,1968-03-21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5379,1968-03-22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5380,1968-03-23,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5381,1968-03-24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5382,1968-03-25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5383,1968-03-26,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5384,1968-03-27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5385,1968-03-28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5386,1968-03-29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5387,1968-03-30,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5388,1968-03-31,1.0,,,,,,,,,,,,,5.61,5.83,5.61,5.46,,,,,,,,,,,,
5389,1968-04-01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5390,1968-04-02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5391,1968-04-03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5392,1968-04-04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5393,1968-04-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5394,1968-04-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5395,1968-04-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5396,1968-04-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5397,1968-04-09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5398,1968-04-10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5399,1968-04-11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5400,1968-04-12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5401,1968-04-13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5402,1968-04-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5403,1968-04-15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5404,1968-04-16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5405,1968-04-17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5406,1968-04-18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5407,1968-04-19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5408,1968-04-20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5409,1968-04-21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5410,1968-04-22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5411,1968-04-23,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5412,1968-04-24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5413,1968-04-25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5414,1968-04-26,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5415,1968-04-27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5416,1968-04-28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5417,1968-04-29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5418,1968-04-30,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5419,1968-05-01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5420,1968-05-02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5421,1968-05-03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5422,1968-05-04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5423,1968-05-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5424,1968-05-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5425,1968-05-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5426,1968-05-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5427,1968-05-09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5428,1968-05-10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5429,1968-05-11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5430,1968-05-12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5431,1968-05-13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5432,1968-05-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5433,1968-05-15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5434,1968-05-16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5435,1968-05-17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5436,1968-05-18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5437,1968-05-19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5438,1968-05-20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5439,1968-05-21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5440,1968-05-22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5441,1968-05-23,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5442,1968-05-24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5443,1968-05-25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5444,1968-05-26,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5445,1968-05-27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5446,1968-05-28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5447,1968-05-29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5448,1968-05-30,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5449,1968-05-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5450,1968-06-01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5451,1968-06-02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5452,1968-06-03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5453,1968-06-04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5454,1968-06-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5455,1968-06-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5456,1968-06-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5457,1968-06-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5458,1968-06-09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5459,1968-06-10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5460,1968-06-11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5461,1968-06-12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5462,1968-06-13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5463,1968-06-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5464,1968-06-15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5465,1968-06-16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5466,1968-06-17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5467,1968-06-18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5468,1968-06-19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5469,1968-06-20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5470,1968-06-21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5471,1968-06-22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5472,1968-06-23,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5473,1968-06-24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5474,1968-06-25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5475,1968-06-26,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5476,1968-06-27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5477,1968-06-28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5478,1968-06-29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5479,1968-06-30,1.0,,,,,,,,,,,,,5.74,6.9,5.74,6.01,,,,,,,,,,,,
5480,1968-07-01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5481,1968-07-02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5482,1968-07-03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5483,1968-07-04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5484,1968-07-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5485,1968-07-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5486,1968-07-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5487,1968-07-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5488,1968-07-09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5489,1968-07-10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5490,1968-07-11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5491,1968-07-12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5492,1968-07-13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5493,1968-07-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5494,1968-07-15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5495,1968-07-16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5496,1968-07-17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5497,1968-07-18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5498,1968-07-19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5499,1968-07-20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5500,1968-07-21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5501,1968-07-22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5502,1968-07-23,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5503,1968-07-24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5504,1968-07-25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5505,1968-07-26,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5506,1968-07-27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5507,1968-07-28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5508,1968-07-29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5509,1968-07-30,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5510,1968-07-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5511,1968-08-01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5512,1968-08-02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5513,1968-08-03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5514,1968-08-04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5515,1968-08-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5516,1968-08-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5517,1968-08-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5518,1968-08-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5519,1968-08-09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5520,1968-08-10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5521,1968-08-11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5522,1968-08-12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5523,1968-08-13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5524,1968-08-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5525,1968-08-15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5526,1968-08-16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5527,1968-08-17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5528,1968-08-18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5529,1968-08-19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5530,1968-08-20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5531,1968-08-21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5532,1968-08-22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5533,1968-08-23,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5534,1968-08-24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5535,1968-08-25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5536,1968-08-26,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5537,1968-08-27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5538,1968-08-28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5539,1968-08-29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5540,1968-08-30,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5541,1968-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5542,1968-09-01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5543,1968-09-02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5544,1968-09-03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5545,1968-09-04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5546,1968-09-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5547,1968-09-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5548,1968-09-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5549,1968-09-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5550,1968-09-09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5551,1968-09-10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5552,1968-09-11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5553,1968-09-12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5554,1968-09-13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5555,1968-09-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5556,1968-09-15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5557,1968-09-16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5558,1968-09-17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5559,1968-09-18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5560,1968-09-19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5561,1968-09-20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5562,1968-09-21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5563,1968-09-22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5564,1968-09-23,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5565,1968-09-24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5566,1968-09-25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5567,1968-09-26,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5568,1968-09-27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5569,1968-09-28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5570,1968-09-29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5571,1968-09-30,1.0,,,,,,,,,,,,,5.46,6.24,5.46,5.89,,,,,,,,,,,,
5572,1968-10-01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5573,1968-10-02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5574,1968-10-03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5575,1968-10-04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5576,1968-10-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5577,1968-10-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5578,1968-10-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5579,1968-10-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5580,1968-10-09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5581,1968-10-10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5582,1968-10-11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5583,1968-10-12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5584,1968-10-13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5585,1968-10-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5586,1968-10-15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5587,1968-10-16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5588,1968-10-17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5589,1968-10-18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5590,1968-10-19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5591,1968-10-20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5592,1968-10-21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5593,1968-10-22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5594,1968-10-23,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5595,1968-10-24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5596,1968-10-25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5597,1968-10-26,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5598,1968-10-27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5599,1968-10-28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5600,1968-10-29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601,1968-10-30,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5602,1968-10-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5603,1968-11-01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5604,1968-11-02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5605,1968-11-03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5606,1968-11-04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5607,1968-11-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5608,1968-11-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5609,1968-11-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5610,1968-11-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5611,1968-11-09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5612,1968-11-10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5613,1968-11-11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5614,1968-11-12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5615,1968-11-13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5616,1968-11-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5617,1968-11-15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5618,1968-11-16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5619,1968-11-17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5620,1968-11-18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5621,1968-11-19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5622,1968-11-20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5623,1968-11-21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5624,1968-11-22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5625,1968-11-23,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5626,1968-11-24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5627,1968-11-25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5628,1968-11-26,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5629,1968-11-27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5630,1968-11-28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5631,1968-11-29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5632,1968-11-30,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5633,1968-12-01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5634,1968-12-02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5635,1968-12-03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5636,1968-12-04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5637,1968-12-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5638,1968-12-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5639,1968-12-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5640,1968-12-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5641,1968-12-09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5642,1968-12-10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5643,1968-12-11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5644,1968-12-12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5645,1968-12-13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5646,1968-12-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5647,1968-12-15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5648,1968-12-16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5649,1968-12-17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5650,1968-12-18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5651,1968-12-19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5652,1968-12-20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5653,1968-12-21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5654,1968-12-22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5655,1968-12-23,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5656,1968-12-24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5657,1968-12-25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5658,1968-12-26,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5659,1968-12-27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5660,1968-12-28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5661,1968-12-29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5662,1968-12-30,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5663,1968-12-31,1.0,,,,,,,,,,,,,5.77,6.55,5.77,6.07,,,,,,,,,,,,
5664,1969-01-01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5665,1969-01-02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5666,1969-01-03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5667,1969-01-04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5668,1969-01-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5669,1969-01-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5670,1969-01-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5671,1969-01-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5672,1969-01-09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5673,1969-01-10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5674,1969-01-11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
