Value,Date,Sub-Sector,Super Region,Commodity And Exchange,Frequency,Source,Indicator
365668,2021-02-08,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
405717,2021-02-05,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
422200,2021-02-03,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
453198,2020-07-27,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
421967,2021-02-04,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
455271,2020-07-28,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
433690,2021-02-01,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
431212,2021-02-02,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
453038,2017-09-07,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
421000,2017-09-08,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
451039,2020-07-29,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
519924,2017-09-05,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
518140,2017-09-06,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
48675,2020-07-20,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
467297,2020-07-23,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
369434,2019-08-22,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
455544,2020-07-24,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
366408,2019-08-23,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
17609,2020-07-21,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
34638,2019-08-20,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
467651,2020-07-22,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
389410,2019-08-21,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
137250,2019-08-15,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
100019,2019-08-16,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
227125,2019-08-13,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
174139,2019-08-14,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
82935,2019-08-19,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
243183,2017-09-14,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
160272,2017-09-15,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
332807,2017-09-12,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
300216,2017-09-13,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
384975,2017-09-11,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
86798,2018-04-18,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
58001,2018-04-19,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
238541,2018-04-12,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
373402,2019-08-30,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
218424,2018-04-13,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
324168,2018-04-10,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
271965,2018-04-11,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
194380,2018-04-16,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
156496,2018-04-17,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
361189,2019-08-26,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
359507,2019-08-27,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
25708,2018-04-20,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
362457,2019-08-28,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
369335,2019-08-29,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
377656,2018-04-09,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
256332,2020-07-06,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
216161,2020-07-09,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
245607,2020-07-07,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
237472,2020-07-08,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
490954,2018-04-02,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
271877,2020-07-01,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
452022,2018-04-05,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
262852,2020-07-02,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
436292,2018-04-06,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
482873,2018-04-03,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
474723,2018-04-04,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
24448,2017-10-20,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
608176,2017-10-23,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
596864,2017-10-24,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
601728,2017-10-25,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
603459,2017-10-26,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
600132,2017-10-27,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
567940,2018-04-23,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
553193,2018-04-24,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
547156,2018-04-27,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
537498,2018-04-25,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
547393,2018-04-26,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
591778,2017-10-30,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
585325,2017-10-31,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
536864,2018-04-30,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
134982,2020-05-14,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
75290,2020-05-15,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
190103,2020-05-12,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
154375,2020-05-13,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
54931,2020-05-18,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
23344,2020-05-19,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
206986,2020-05-11,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
511064,2017-12-20,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
496545,2017-12-22,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
510084,2017-12-21,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
481977,2017-12-26,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
481286,2017-12-28,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
484886,2017-12-27,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
477796,2017-12-29,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
276814,2020-05-26,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
260121,2020-05-29,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
270931,2020-05-27,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
266566,2020-05-28,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
291719,2020-05-21,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
282132,2020-05-22,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
298225,2020-05-20,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
371300,2019-11-07,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
396036,2019-11-06,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
352155,2019-11-08,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
404360,2019-11-05,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
404503,2019-11-04,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
412776,2019-11-01,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
99745,2019-11-18,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
146352,2018-12-14,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
186783,2018-12-13,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
235703,2018-12-12,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
66546,2019-11-19,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
278005,2018-12-11,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
195007,2019-11-14,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
324223,2018-12-10,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
225970,2019-11-13,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
539699,2017-12-01,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
534868,2017-12-04,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
151818,2019-11-15,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
510858,2017-12-06,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
523445,2017-12-05,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
280384,2019-11-12,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
422698,2017-12-08,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
317237,2019-11-11,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
29550,2018-12-19,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
483234,2017-12-07,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
66901,2018-12-18,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
90329,2018-12-17,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
260982,2020-05-04,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
273497,2020-05-01,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
237464,2020-05-07,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
213681,2020-05-08,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
258331,2020-05-05,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
256665,2020-05-06,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
456055,2019-11-29,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
414833,2018-12-03,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
357318,2017-12-11,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
472791,2019-11-25,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
233823,2017-12-13,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
312042,2017-12-12,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
468393,2019-11-27,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
111895,2017-12-15,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
468297,2019-11-26,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
177617,2017-12-14,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
456331,2019-11-21,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
21431,2019-11-20,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
29831,2017-12-19,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
476262,2019-11-22,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
81291,2017-12-18,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
363183,2018-12-07,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
380601,2018-12-06,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
398555,2018-12-05,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
401077,2018-12-04,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
610071,2020-03-31,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
579954,2020-03-30,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
387024,2018-12-31,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
448812,2021-02-25,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
435623,2021-02-26,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
329416,2019-01-09,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
452697,2021-02-23,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
361363,2019-01-08,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
444616,2021-02-24,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
367400,2019-01-07,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
27854,2021-02-22,COMMODITY PRICES,GLOBAL DATA,NYMEX CRUDE OIL FUTURES,DAILY,COMMODITY EXCHANGE,PREVIOUS DAY OPEN INTEREST
