Value,Date,Product Id,ProductID_Contract,Exchange City,Super Region,Time Level,Unit,Source,Sub-Sector,Product Type,Exchange Country,Product Description
64.5,2021-02-22,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
53.4,2020-12-16,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
53.87,2020-12-17,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
57.22,2021-01-08,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
53.85,2020-12-23,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
53.89,2020-12-24,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
63.01,2021-02-18,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
55.55,2021-01-06,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
53.07,2020-12-21,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
62.37,2021-02-19,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
55.69,2021-01-07,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
52.54,2020-12-22,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
62.82,2021-02-16,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
53.41,2021-01-04,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
63.46,2021-02-17,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
55.53,2021-01-05,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
62.76,2021-02-15,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
62,2021-02-12,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
51.19,2020-12-09,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
61.17,2021-02-10,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
61.06,2021-02-11,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
52.54,2020-12-14,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
52.9,2020-12-15,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
61.09,2021-02-09,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
52.34,2020-12-10,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
60.83,2021-02-08,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
52.2,2020-12-11,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
59.78,2021-02-05,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
59.11,2021-02-03,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
59.52,2021-02-04,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
57.66,2021-02-01,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
58.38,2021-02-02,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
56.65,2021-01-28,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
56.1,2021-01-29,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
57.42,2021-01-26,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
57.3,2021-01-27,3970,3970_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,GASOLINE - SINGAPORE MOGAS 92 UNLEADED (PLATTS) FUTURE
1.88,2021-03-05,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.84,2021-03-04,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.6,2021-01-25,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.79,2021-03-03,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.58,2021-01-22,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.76,2021-03-02,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.77,2021-03-01,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.6,2021-01-20,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.52,2020-12-29,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.6,2021-01-21,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.51,2020-12-28,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.59,2021-01-19,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.58,2021-01-18,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.59,2021-01-15,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.52,2020-12-30,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.52,2020-12-31,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.83,2021-02-25,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.59,2021-01-13,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.78,2021-02-26,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.61,2021-01-14,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.79,2021-02-23,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.57,2021-01-11,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.83,2021-02-24,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.59,2021-01-12,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.53,2020-12-18,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.79,2021-02-22,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.51,2020-12-16,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.52,2020-12-17,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.58,2021-01-08,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.52,2020-12-23,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.52,2020-12-24,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.76,2021-02-18,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.55,2021-01-06,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.51,2020-12-21,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.75,2021-02-19,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.56,2021-01-07,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.5,2020-12-22,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.75,2021-02-16,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.5,2021-01-04,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.76,2021-02-17,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.55,2021-01-05,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.75,2021-02-15,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.73,2021-02-12,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.45,2020-12-09,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.72,2021-02-10,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.71,2021-02-11,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.49,2020-12-14,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.5,2020-12-15,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.71,2021-02-09,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.48,2020-12-10,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.7,2021-02-08,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.47,2020-12-11,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.68,2021-02-05,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.66,2021-02-03,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.67,2021-02-04,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.63,2021-02-01,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.64,2021-02-02,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
1.59,2021-01-28,491,491_MAY22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,HEATING OIL AMERICAN-STYLE OPTIONS
