Value,Date,Super Region,Ticker,Time Level,Source,Stock Name,Sub-Sector,Stock Attribute,Currency,Data Provider,Stock Exchange,Location
75.26,2019-02-06,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
53.01,2020-02-26,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
75.59,2019-02-05,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
49.82,2020-02-27,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
74.82,2019-02-04,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
82.07,2017-04-03,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
75.92,2019-02-01,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
78.31,2018-08-14,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
76.94,2018-08-15,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
78,2018-08-16,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
78.26,2018-08-17,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
78.83,2018-08-21,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
79.96,2018-08-22,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
79.08,2018-08-23,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
79.62,2018-08-24,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
78.81,2018-08-20,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
59.88,2020-02-18,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
60.34,2020-02-19,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
83.13,2017-04-10,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
81.58,2017-04-17,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
78.23,2019-02-19,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
81.05,2017-04-18,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
82.84,2017-04-11,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
82.97,2017-04-12,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
81.69,2017-04-13,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
77.71,2019-02-15,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
76.27,2019-02-14,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
81.27,2018-08-07,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
76.25,2019-02-13,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
80.73,2018-08-08,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
75.4,2019-02-12,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
80.32,2018-08-09,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
74.1,2019-02-11,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
80.2,2018-08-03,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
80.49,2017-04-19,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
80.18,2018-08-06,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
79.42,2018-08-10,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
78.56,2018-08-13,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
51.44,2020-02-28,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
51.44,2020-02-29,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
81.01,2017-04-20,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
80.69,2017-04-21,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
60.73,2020-02-03,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
79.03,2019-02-28,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
59.97,2020-02-04,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
79.47,2019-02-27,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
62.73,2020-02-05,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
78.66,2019-02-26,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
78.5,2019-02-25,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
78.42,2019-02-22,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
77.82,2019-02-21,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
78.53,2019-02-20,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
59.96,2020-02-10,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
60.53,2020-02-11,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
61.27,2020-02-12,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
60.93,2020-02-13,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
60.65,2020-02-14,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
80.86,2018-08-29,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
80.4,2018-08-27,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
80.28,2018-08-28,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
80.51,2018-08-30,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
80.17,2018-08-31,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
61.88,2020-02-06,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
61.47,2020-02-07,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
41.27,2020-12-29,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
41.74,2020-12-28,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
41.6,2020-12-30,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
41.22,2020-12-31,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
42.73,2020-12-18,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
43.7,2020-12-16,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
43.48,2020-12-17,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
41.77,2020-12-23,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
41.6,2020-12-24,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
80.7,2017-06-01,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
41.95,2020-12-21,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
41.24,2020-12-22,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
81.4,2017-04-26,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
81.26,2017-04-27,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
42.8,2020-12-09,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
81.65,2017-04-28,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
40.9,2020-12-07,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
42.24,2020-12-08,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
81.11,2017-04-24,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
81.73,2017-04-25,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
80.67,2018-11-01,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
81.95,2018-11-02,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
81.73,2019-04-01,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
81.38,2019-04-02,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
80.9,2019-04-03,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
82.05,2019-04-04,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
82.49,2019-04-05,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
42.22,2020-12-14,GLOBAL DATA,XOM,DAILY,WORLDDATA.AI,EXXON MOBIL CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
