Value,Date,Super Region,Ticker,Time Level,Unit,Source,Exchange,Sub-Sector,Company Name,Industry Level 2,Industry Level 1,Company Website,Statement Type,Market Cap,Financial Metric
0.05,2018-09-30,UNITED STATES,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN
0.02,2016-09-30,UNITED STATES,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN
0.01,2013-09-30,UNITED STATES,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN
0.03,2015-12-31,UNITED STATES,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN
0.02,2017-06-30,UNITED STATES,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN
0.04,2015-06-30,UNITED STATES,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN
0.02,2016-03-31,UNITED STATES,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN
0.02,2013-12-31,UNITED STATES,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN
0.03,2014-09-30,UNITED STATES,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN
0.01,2011-03-31,UNITED STATES,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN
0.03,2019-09-30,UNITED STATES,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN
-0.01,2020-06-30,UNITED STATES,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN
0.02,2018-03-31,UNITED STATES,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN
0.04,2014-03-31,UNITED STATES,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN
0.11,2017-12-31,UNITED STATES,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN
0.04,2011-12-31,UNITED STATES,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN
0.04,2012-09-30,UNITED STATES,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN
0.05,2018-06-30,UNITED STATES,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN
0.02,2013-06-30,UNITED STATES,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN
0.02,2017-03-31,UNITED STATES,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN
0.03,2019-12-31,UNITED STATES,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN
0.03,2017-09-30,UNITED STATES,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN
0.01,2012-03-31,UNITED STATES,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN
1032000000,2014-12-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
352000000,2016-06-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
-57000000,2016-12-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
880000000,2015-03-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
673000000,2014-06-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
1606000000,2011-06-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
-438000000,2020-09-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
1289000000,2019-06-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
279000000,2020-03-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
1068000000,2012-12-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
1812000000,2015-09-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
-84000000,2019-03-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
1120000000,2013-03-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
1577000000,2011-09-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
1445000000,2012-06-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
2316000000,2018-12-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
1302000000,2018-09-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
474000000,2016-09-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
247000000,2013-09-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
869000000,2015-12-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
482000000,2017-06-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
987000000,2015-06-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
329000000,2016-03-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
469000000,2013-12-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
1187000000,2014-09-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
1061000000,2011-03-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
1349000000,2019-09-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
-587000000,2020-06-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
379000000,2018-03-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
538000000,2014-03-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
464000000,2017-12-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
1850000000,2011-12-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
1797000000,2012-09-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
1212000000,2018-06-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
823000000,2013-06-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
90000000,2017-03-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
781000000,2019-12-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
802000000,2017-09-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
376000000,2012-03-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME
1147000000,2014-12-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME COM
496000000,2016-06-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME COM
163000000,2016-12-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME COM
987000000,2015-03-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME COM
863000000,2014-06-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME COM
1039000000,2011-06-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME COM
-799000000,2020-09-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME COM
1424000000,2019-06-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME COM
-2496000000,2020-03-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME COM
708000000,2012-12-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME COM
1578000000,2015-09-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME COM
204000000,2019-03-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME COM
1407000000,2013-03-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME COM
1049000000,2011-09-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME COM
1181000000,2012-06-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME COM
